English,URL,Russian,Spanish,Deutsch,Czech
gaming,https://www.oxfordlearnersdictionaries.com/definition/english/gaming,игры,juego de azar,Spielen,hraní her
gang,https://www.oxfordlearnersdictionaries.com/definition/english/gang_1,банда,pandilla,Gang,gang
gay,https://www.oxfordlearnersdictionaries.com/definition/english/gay_1,гей,homosexual,Fröhlich,gay
gender,https://www.oxfordlearnersdictionaries.com/definition/english/gender,Пол,género,Geschlecht,Rod
gene,https://www.oxfordlearnersdictionaries.com/definition/english/gene_1,ген,gene,Gen,gen
generate,https://www.oxfordlearnersdictionaries.com/definition/english/generate,генерировать,generar,generieren,generovat
genetic,https://www.oxfordlearnersdictionaries.com/definition/english/genetic,генетический,genético,genetisch,genetický
genius,https://www.oxfordlearnersdictionaries.com/definition/english/genius_1,гений,genio,Genius,génius
genre,https://www.oxfordlearnersdictionaries.com/definition/english/genre,жанр,género,Genre,žánr
genuine,https://www.oxfordlearnersdictionaries.com/definition/english/genuine,подлинный,auténtico,echt,originální
genuinely,https://www.oxfordlearnersdictionaries.com/definition/english/genuinely,искренне,verdaderamente,Original,skutečně
gesture,https://www.oxfordlearnersdictionaries.com/definition/english/gesture_1,жест,gesto,Geste,gesto
gig,https://www.oxfordlearnersdictionaries.com/definition/english/gig_1,концерт,Curro,Soloauftritt,koncert
globalization,https://www.oxfordlearnersdictionaries.com/definition/english/globalization,глобализация,globalización,Globalisierung,globalizace
globe,https://www.oxfordlearnersdictionaries.com/definition/english/globe,глобус,globo,Globus,zeměkoule
golden,https://www.oxfordlearnersdictionaries.com/definition/english/golden,золотой,dorado,golden,zlatý
goodness,https://www.oxfordlearnersdictionaries.com/definition/english/goodness,доброта,bondad,Güte,dobrota
gorgeous,https://www.oxfordlearnersdictionaries.com/definition/english/gorgeous,великолепный,precioso,Herrlich,nádherný
govern,https://www.oxfordlearnersdictionaries.com/definition/english/govern,управлять,regir,regieren,řídit
governor,https://www.oxfordlearnersdictionaries.com/definition/english/governor,губернатор,gobernador,Gouverneur,guvernér
grab,https://www.oxfordlearnersdictionaries.com/definition/english/grab_1,схватить,tomar,greifen,urvat
grade,https://www.oxfordlearnersdictionaries.com/definition/english/grade_2,оценка,calificación,Klasse,školní známka
gradually,https://www.oxfordlearnersdictionaries.com/definition/english/gradually,постепенно,gradualmente,schrittweise,postupně
grand,https://www.oxfordlearnersdictionaries.com/definition/english/grand_1,великий,grandioso,großartig,velký
grant,https://www.oxfordlearnersdictionaries.com/definition/english/grant_2,грант,conceder,gewähren,grant
grant,https://www.oxfordlearnersdictionaries.com/definition/english/grant_1,грант,conceder,gewähren,grant
graphic,https://www.oxfordlearnersdictionaries.com/definition/english/graphic_1,графика,gráfico,Grafik,grafický
graphics,https://www.oxfordlearnersdictionaries.com/definition/english/graphics,графика,gráficos,Grafik,grafika
greatly,https://www.oxfordlearnersdictionaries.com/definition/english/greatly,сильно,muy,sehr,velmi
greenhouse,https://www.oxfordlearnersdictionaries.com/definition/english/greenhouse,теплица,invernadero,Gewächshaus,skleník
grocery,https://www.oxfordlearnersdictionaries.com/definition/english/grocery_1,Бакалея,tienda de comestibles,Lebensmittelgeschäft,potraviny
guarantee,https://www.oxfordlearnersdictionaries.com/definition/english/guarantee_2,гарантия,garantía,Garantie,záruka
guarantee,https://www.oxfordlearnersdictionaries.com/definition/english/guarantee_1,гарантия,garantía,Garantie,záruka
guideline,https://www.oxfordlearnersdictionaries.com/definition/english/guideline,руководство,guía,Richtlinie,pokyn
habitat,https://www.oxfordlearnersdictionaries.com/definition/english/habitat_1,естественная среда,habitat,Lebensraum,místo výskytu
handle,https://www.oxfordlearnersdictionaries.com/definition/english/handle_2,ручка,resolver,handhaben,Rukojeť
handle,https://www.oxfordlearnersdictionaries.com/definition/english/handle_1,ручка,resolver,handhaben,Rukojeť
harbour,https://www.oxfordlearnersdictionaries.com/definition/english/harbour_1,гавань,puerto,Hafen,přístav
harm,https://www.oxfordlearnersdictionaries.com/definition/english/harm_1,вред,dañar,Schaden,poškodit
harm,https://www.oxfordlearnersdictionaries.com/definition/english/harm_2,вред,dañar,Schaden,poškodit
harmful,https://www.oxfordlearnersdictionaries.com/definition/english/harmful,вредный,dañino,schädlich,škodlivý
headquarters,https://www.oxfordlearnersdictionaries.com/definition/english/headquarters,штаб-квартира,sede,Hauptquartier,hlavní sídlo
heal,https://www.oxfordlearnersdictionaries.com/definition/english/heal,лечить,curar,heilen,vyléčit
healthcare,https://www.oxfordlearnersdictionaries.com/definition/english/healthcare,здравоохранение,cuidado de la salud,Gesundheitswesen,zdravotní péče
hearing,https://www.oxfordlearnersdictionaries.com/definition/english/hearing,слух,audiencia,Hören,sluch
heaven,https://www.oxfordlearnersdictionaries.com/definition/english/heaven,небеса,cielo,Himmel,nebe
heel,https://www.oxfordlearnersdictionaries.com/definition/english/heel_1,каблук,tacón,Hacke,pata
hell,https://www.oxfordlearnersdictionaries.com/definition/english/hell,ад,infierno,Hölle,peklo
helmet,https://www.oxfordlearnersdictionaries.com/definition/english/helmet,шлем,casco,Helm,helma
hence,https://www.oxfordlearnersdictionaries.com/definition/english/hence,следовательно,por eso,somit,proto
herb,https://www.oxfordlearnersdictionaries.com/definition/english/herb_1,трава,hierba,Kraut,bylina
hesitate,https://www.oxfordlearnersdictionaries.com/definition/english/hesitate,сомневаться,dudar,zögern,váhat
hidden,https://www.oxfordlearnersdictionaries.com/definition/english/hidden,скрытый,oculto,versteckt,skrytý
high,https://www.oxfordlearnersdictionaries.com/definition/english/high_3,высокий,alto,hoch,vysoký
highway,https://www.oxfordlearnersdictionaries.com/definition/english/highway,шоссе,carretera,Autobahn,Dálnice
hilarious,https://www.oxfordlearnersdictionaries.com/definition/english/hilarious,веселый,gracioso,urkomisch,povedený
hip,https://www.oxfordlearnersdictionaries.com/definition/english/hip_1,бедро,cadera,Hüfte,boky
hire,https://www.oxfordlearnersdictionaries.com/definition/english/hire_2,прокат,contratar,mieten,pronájem
historian,https://www.oxfordlearnersdictionaries.com/definition/english/historian,историк,historiador,Historiker,historik
hold,https://www.oxfordlearnersdictionaries.com/definition/english/hold_2,держать,sostener,halt,držet
hollow,https://www.oxfordlearnersdictionaries.com/definition/english/hollow_1,пустой,hueco,hohl,dutý
holy,https://www.oxfordlearnersdictionaries.com/definition/english/holy,святой,santo,heilig,svatý
homeless,https://www.oxfordlearnersdictionaries.com/definition/english/homeless,бездомный,Vagabundo,obdachlos,bez domova
honesty,https://www.oxfordlearnersdictionaries.com/definition/english/honesty,честность,honestidad,Ehrlichkeit,poctivost
honour,https://www.oxfordlearnersdictionaries.com/definition/english/honour_1,честь,honor,Ehren,čest
honour,https://www.oxfordlearnersdictionaries.com/definition/english/honour_2,честь,honor,Ehren,čest
hook,https://www.oxfordlearnersdictionaries.com/definition/english/hook_1,крюк,gancho,Haken,háček
hopefully,https://www.oxfordlearnersdictionaries.com/definition/english/hopefully,с надеждой,Ojalá,hoffnungsvoll,doufejme
host,https://www.oxfordlearnersdictionaries.com/definition/english/host_2,хозяин,anfitrión,Gastgeber,hostitel
house,https://www.oxfordlearnersdictionaries.com/definition/english/house_2,дом,casa,Haus,Dům
household,https://www.oxfordlearnersdictionaries.com/definition/english/household,домашнее хозяйство,familiar,Haushalt,Domácnost
housing,https://www.oxfordlearnersdictionaries.com/definition/english/housing,Корпус,alojamiento,Gehäuse,bydlení
humorous,https://www.oxfordlearnersdictionaries.com/definition/english/humorous,юмористический,humorístico,humorvoll,vtipný
humour,https://www.oxfordlearnersdictionaries.com/definition/english/humour_1,юмор,humor,Humor,humor
hunger,https://www.oxfordlearnersdictionaries.com/definition/english/hunger_1,голод,hambre,Hunger,hlad
hunt,https://www.oxfordlearnersdictionaries.com/definition/english/hunt_2,охотиться,cazar,Jagd,lov
hunting,https://www.oxfordlearnersdictionaries.com/definition/english/hunting,охота,caza,Jagd,lov
hurt,https://www.oxfordlearnersdictionaries.com/definition/english/hurt_3,повредить,herir,verletzen,zranit
hypothesis,https://www.oxfordlearnersdictionaries.com/definition/english/hypothesis,гипотеза,hipótesis,Hypothese,hypotéza
icon,https://www.oxfordlearnersdictionaries.com/definition/english/icon,значок,icono,Symbol,ikona
id,https://www.oxfordlearnersdictionaries.com/definition/english/id_2,я бы,identificación,Ich würde,id
ideal,https://www.oxfordlearnersdictionaries.com/definition/english/ideal_2,идеальный,ideal,Ideal,ideál
identical,https://www.oxfordlearnersdictionaries.com/definition/english/identical,идентичный,idéntico,identisch,identické
illusion,https://www.oxfordlearnersdictionaries.com/definition/english/illusion,иллюзия,espejismo,Illusion,iluze
illustrate,https://www.oxfordlearnersdictionaries.com/definition/english/illustrate,иллюстрировать,ilustrar,veranschaulichen,ilustrovat
illustration,https://www.oxfordlearnersdictionaries.com/definition/english/illustration,иллюстрация,ilustración,Illustration,ilustrace
imagination,https://www.oxfordlearnersdictionaries.com/definition/english/imagination,воображение,imaginación,Vorstellung,fantazie
immigration,https://www.oxfordlearnersdictionaries.com/definition/english/immigration,иммиграция,inmigración,Einwanderung,přistěhovalectví
immune,https://www.oxfordlearnersdictionaries.com/definition/english/immune,иммунный,inmune,immun,imunní
impatient,https://www.oxfordlearnersdictionaries.com/definition/english/impatient,нетерпеливый,impaciente,ungeduldig,netrpělivý
implement,https://www.oxfordlearnersdictionaries.com/definition/english/implement_1,воплощать в жизнь,implementar,implementieren,nářadí
implication,https://www.oxfordlearnersdictionaries.com/definition/english/implication,значение,implicación,Implikation,implikace
imply,https://www.oxfordlearnersdictionaries.com/definition/english/imply,подразумевать,implicar,implizieren,naznačovat
impose,https://www.oxfordlearnersdictionaries.com/definition/english/impose,навязывать,imponer,auferlegen,vnucovat
